name,horse_id,father,father_id,mother,mother_id,grand_father_1,grand_father_1_id,grand_father_2,grand_father_2_id,grand_mother_1,grand_mother_1_id,grand_mother_2,grand_mother_2_id
アクションプラン,2020100116,リオンディーズ,2013105915,シャプレドサクレ,2014106290,キングカメハメハ,2001103460,タートルボウルTurtleBowl(愛),000a012045,シーザリオ,2002100844,ピュアチャプレット,2006103306
ミスティックロア,2020110075,Arrogate(米),000a013798,Folklore,000a011d47,Unbridled'sSong(米),000a002071,Tiznow,000a00fa4b,Bubbler,000a013797,Contrive,000a011d46
ヤウガウ,2017105433,ゴールドアリュール,1999106689,テスティコ,2011110095,サンデーサイレンスSundaySilence(米),000a00033a,Tiznow,000a00fa4b,ニキーヤNikiya(米),000a0065ef,LastCrown,000a0110c8
ジャスパーバローズ,2020100665,モーリス,2011100655,ファーレサルティ,2006103200,スクリーンヒーロー,2004103328,ダンスインザダーク,1993109188,メジロフランシス,2001102948,ケイティーズファーストKatiesFirst(米),000a0001b4
メイショウホオズキ,2018100595,キンシャサノキセキ,2003110212,メイショウシオギリ,2004105766,フジキセキ,1992109618,メイショウドトウ,1996110113,ケルトシャーンKeltshaan(米),000a006843,メイショウエビータ,1995101969
サイモンルモンド,2017106722,ダノンシャンティ,2007105709,プレゼンスウーマン,2003107303,フジキセキ,1992109618,サクラローレル,1991103498,シャンソネットChansonnette(英),000a01054d,ステファーナ,1993102902
パーサヴィアランス,2019105330,ドレフォンDrefong(米),000a013b82,ハッピーアビラ,2009106070,GioPonti(米),000a011a7e,ディープインパクト,2002100816,Eltimaas,000a013b81,アビラAbyla(英),000a0111cb
エスティメート,2019102648,プリサイスエンドPreciseEnd(米),000a00fe9b,インティワタナ,2010101401,エンドスウィープEndSweep(米),000a00010f,フサイチコンコルド,1993109220,Precisely,000a00fefe,エイシンスペイン,1999101288
デルマタモン,2018100976,オンファイア,2003102809,デルマトモエゴゼン,2013105482,サンデーサイレンスSundaySilence(米),000a00033a,キングカメハメハ,2001103460,ウインドインハーヘアWindinHerHair(愛),000a0003a2,シルバーネックレス,1996107179
ガルヴィハーラ,2016104845,ゴールドアリュール,1999106689,ポロンナルワ,2008103176,サンデーサイレンスSundaySilence(米),000a00033a,Rahy,000a001c5e,ニキーヤNikiya(米),000a0065ef,シンハリーズSinghalese(英),000a011191
ピオノノ,2017105558,キングカメハメハ,2001103460,マシュマロ,2009106172,Kingmambo(米),000a001d7e,クロフネ,1998110135,マンファスManfath(愛),000a00680e,シラユキヒメ,1996107307
グランサバナ,2020103289,ドレフォンDrefong(米),000a013b82,エンジェルフォール,2009106063,GioPonti(米),000a011a7e,ジャングルポケット,1998101786,Eltimaas,000a013b81,アドマイヤサンデー,1995107964
ヒューゴ,2020102345,コパノリッキー,2010106548,リントス,2009106146,ゴールドアリュール,1999106689,ウォーエンブレムWarEmblem(米),000a00fa35,コパノニキータ,2001107110,コニャックレディCognacLady(米),000a00fc36
リースタル,2019103017,ロードカナロア,2008103552,シンメイフジ,2007103593,キングカメハメハ,2001103460,フジキセキ,1992109618,レディブラッサム,1996107173,レディミューズ,1997106423
サクセスエース,2018104460,ジョーカプチーノ,2006100529,ミスベルツリー,2006104843,マンハッタンカフェ,1998101554,アグネスデジタル,1997110025,ジョープシケ,2000102239,サクセスストレイン,1998107219
グラシアス,2020101873,ブラックタイド,2001103312,セレブデート,2012103741,サンデーサイレンスSundaySilence(米),000a00033a,キングカメハメハ,2001103460,ウインドインハーヘアWindinHerHair(愛),000a0003a2,レインデートRainDate(米),000a0117cf
ケイアイメープル,2017103575,カレンブラックヒル,2009106230,ケイアイエーデル,2005106637,ダイワメジャー,2001103114,トワイニングTwining(米),000a000006,チャールストンハーバーCharlestonHarbor(米),000a00fe53,ケイアイワールド,1997107429
エミサキホコル,2020102751,ドレフォンDrefong(米),000a013b82,アルテミスハート,2010103957,GioPonti(米),000a011a7e,ハーツクライ,2001103038,Eltimaas,000a013b81,ムーンレディMoonlady(独),000a010eb7
エレガントムーン,2020103643,カレンブラックヒル,2009106230,ムーンフェイズ,2001103298,ダイワメジャー,2001103114,エリシオHelissio(仏),1993190001,チャールストンハーバーCharlestonHarbor(米),000a00fe53,アフターザサンAftertheSun(米),000a0063f4
マヴォロンテ,2020103435,ロードカナロア,2008103552,スターアイル,2004110007,キングカメハメハ,2001103460,ロックオブジブラルタル,000a00fd4c,レディブラッサム,1996107173,アイルドフランスIsledeFrance(米),000a0105b9
ニルカンタテソーロ,2017102872,Speightstown(米),000a011200,ヴェイパーVapour(英),000a01389a,GoneWest,000a001be1,Galileo(愛),000a00232b,SilkenCat,000a01120c,LoveTheRain,000a012d2f
リラックス,2020103044,イスラボニータ,2011103565,ベストロケーション,2005102308,フジキセキ,1992109618,クロフネ,1998110135,イスラコジーンIslaCozzene(米),000a011566,ダイナアクトレス,1983104087
クリノアルバトロス,2020101983,アスカクリチャン,2007104599,クリノテレジア,2014106485,スターリングローズ,1997106560,スクリーンヒーロー,2004103328,ローレルワルツ,1996101458,ユウキビバ,1999103033
アラゴナイト,2018101214,モンテロッソMonterosso(英),000a011b05,ドレスアップ,2012100952,Dubawi,000a0115e2,スウェプトオーヴァーボードSweptOverboard(米),000a00fa34,PortoRoca,000a01d79e,コトノハ,2003100948
フィールザワールド,2018105762,ブラックタイド,2001103312,フィールザビュウ,2000110184,サンデーサイレンスSundaySilence(米),000a00033a,DistantView,000a002161,ウインドインハーヘアWindinHerHair(愛),000a0003a2,FeeltheCapote,000a00abf0
カンザシ,2019106704,ディーマジェスティ,2013104704,エニシノイト,2010106586,ディープインパクト,2002100816,スウェプトオーヴァーボードSweptOverboard(米),000a00fa34,エルメスティアラ,1998105991,ユウワンチョイス,1997102348
ロレンツォ,2018103341,ロードカナロア,2008103552,マリアフィオーレ,2011104286,キングカメハメハ,2001103460,ハーツクライ,2001103038,レディブラッサム,1996107173,セトフローリアンIISetoFlowerian(豪),000a0065ba
クリスタルウエイ,2019106777,ディスクリートキャットDiscreetCat(米),000a0113a1,ヒメスズラン,2011104597,Forestry,000a002270,ゴールドアリュール,1999106689,PrettyDiscreet,000a0113bb,イシノスティール,1998104725
ルシャリーブル,2018106429,ディスクリートキャットDiscreetCat(米),000a0113a1,マリカ,2011105959,Forestry,000a002270,サウスヴィグラス,1996110138,PrettyDiscreet,000a0113bb,ウィンワーシップ,1999101801
サウスジェラート,2018104022,サウスヴィグラス,1996110138,サクラフルーレ,2011102165,エンドスウィープEndSweep(米),000a00010f,マンハッタンカフェ,1998101554,ダーケストスターDarkestStar(米),000a0000d6,サクラレーヌ,2006101156
ダレモトメラレナイ,2019100292,ストロングリターン,2006102934,ネーラペルレ,2011109239,シンボリクリスエス,1999110099,キングカメハメハ,2001103460,コートアウトCaughtOut(米),000a0105bc,ポンテペルレ,2002100767
ナツイチバン,2019102863,コパノリッキー,2010106548,ワインレッド,2007102335,ゴールドアリュール,1999106689,A.P.Indy,000a001d37,コパノニキータ,2001107110,フェアレストケープFairestCape(米),000a010e53
レガレイラ,2021105898,スワーヴリチャード,2014106083,ロカ,2012104903,ハーツクライ,2001103038,ハービンジャーHarbinger(英),000a011996,ピラミマ,2005110048,ランズエッジ,2006103163
シンエンペラー,2021110048,Siyouni,000a012056,Starlet'sSister,000a013a83,Pivotal,000a002328,Galileo(愛),000a00232b,Sichilla,000a0120a4,PremiereCreation,000a0114f1
サンライズジパング,2021104756,キズナ,2010105827,サイマーSaimaa(愛),000a013e79,ディープインパクト,2002100816,Zoffany,000a012701,キャットクイルCatequil(加),000a00646f,Serisia,000a013de3
アドミラルシップ,2021102708,ゴールドシップ,2009102739,ヴィーヴァブーケ,2006100776,ステイゴールド,1994108729,キングカメハメハ,2001103460,ポイントフラッグ,1998106155,ブルーリッジリバー,1999100119
ミスタージーティー,2021105856,ドゥラメンテ,2012104511,リッスンListen(愛),000a011aa0,キングカメハメハ,2001103460,Sadler'sWells(米),000a00185d,アドマイヤグルーヴ,2000107542,Brigid,000a011661
シリウスコルト,2021104094,マクフィ,000a011c77,オールドフレイム,2014104728,Dubawi,000a0115e2,ゼンノロブロイ,2000101517,Dhelaal,000a011c7c,オーラオブザムーン,2010110035
ショウナンラプンタ,2021105195,キズナ,2010105827,フリアアステカFuriaAzteca(亜),000a013dad,ディープインパクト,2002100816,Zensational,000a0119b2,キャットクイルCatequil(加),000a00646f,Fiveo'ClockAngie,000a013cd5
インザモーメント,2021106635,キズナ,2010105827,ディルガ,2011110025,ディープインパクト,2002100816,Curlin(米),000a011734,キャットクイルCatequil(加),000a00646f,Baghdaria,000a011f41
ディスペランツァ,2021102920,ルーラーシップ,2007103143,ルパンIILupin(米),000a013e3b,キングカメハメハ,2001103460,Medagliad'Oro,000a010a65,エアグルーヴ,1993109154,PromisingLead,000a013e00
ヴェロキラプトル,2021105280,スワーヴリチャード,2014106083,ルーヴインペリアルLouveImperiale(米),000a013e6f,ハーツクライ,2001103038,Giant'sCauseway(米),000a0022e1,ピラミマ,2005110048,Louveterie,000a01057e
ホルトバージ,2021102905,キンシャサノキセキ,2003110212,プレインズウーマンPlainswoman(亜),000a013e83,フジキセキ,1992109618,Zensational,000a0119b2,ケルトシャーンKeltshaan(米),000a006843,Plaintiff,000a013e14
ウインマクシマム,2021106211,キタサンブラック,2012102013,コスモアクセス,2009105141,ブラックタイド,2001103312,ロージズインメイRosesinMay(米),000a010a10,シュガーハート,2005106935,コスモスカイライン,2003106856
テンエースワン,2021105637,ワールドエース,2009106353,ダイワオンディーヌ,2003102846,ディープインパクト,2002100816,クロフネ,1998110135,マンデラMandela(独),000a011190,クリアースター,1992109567
センチュリボンド,2021104158,キズナ,2010105827,マニクール,2015105948,ディープインパクト,2002100816,ヘニーヒューズHennyHughes(米),000a011155,キャットクイルCatequil(加),000a00646f,フェミニンガール,2001110158
アンモシエラ,2021100682,ブリックスアンドモルタルBricksandMortar(米),000a014377,サンドクイーン,2015104953,Giant'sCauseway(米),000a0022e1,ゴールドアリュール,1999106689,BeyondtheWaves,000a014376,フィエラメンテ,2008103289
ゴンバデカーブース,2021104825,ブリックスアンドモルタルBricksandMortar(米),000a014377,アッフィラート,2013105336,Giant'sCauseway(米),000a0022e1,ディープインパクト,2002100816,BeyondtheWaves,000a014376,レディオブヴェニスLadyofVenice(仏),000a011565
ボルザコフスキー,2019100684,キズナ,2010105827,ベラルーサBelarusa(亜),000a013aa7,ディープインパクト,2002100816,Orpen,000a002326,キャットクイルCatequil(加),000a00646f,Balcarce,000a013a5b
クルゼイロドスル,2020101813,ファインニードル,2013100612,スタリア,2009102647,アドマイヤムーン,2003102991,アルカセットAlkaased(米),2000190010,ニードルクラフトNeedlecraft(愛),000a011cf7,ダイアゴネルDiagonale(愛),000a010ce5
ニシノスーベニア,2019101408,ハービンジャーHarbinger(英),000a011996,リップル,2010100715,Dansili,000a010a5f,アグネスタキオン,1998101516,PenangPearl,000a011903,レインボーリップルRainbowRipple(英),000a011423
ホウオウラスカーズ,2018103535,ディープインパクト,2002100816,ビーコンターンBeaconTarn(英),000a0137a0,サンデーサイレンスSundaySilence(米),000a00033a,Shamardal,000a010c92,ウインドインハーヘアWindinHerHair(愛),000a0003a2,Baize,000a0110f0
ドゥラモンド,2018105078,ドゥラメンテ,2012104511,シーズインクルーデッドShe'sIncluded(米),000a01116d,キングカメハメハ,2001103460,Include,000a010906,アドマイヤグルーヴ,2000107542,Dancingonice,000a0110ec
エアミアーニ,2018106663,ロードカナロア,2008103552,エアマスカット,2010103698,キングカメハメハ,2001103460,ジャングルポケット,1998101786,レディブラッサム,1996107173,エアメサイア,2002100516
